# 연표 — 한 행에 사건 하나. 날짜는 문서에서(scratch/make_timeline.py 로 처음 뽑음), 사건 글은 손으로.
date	event	source	verified-how
2013-06-26	경쟁 검출기 소개	https://go.dev/blog/race-detector	docs/blog/index.txt 제목·날짜
2013-07-18	블로그: 첫 Go 프로그램	https://go.dev/blog/first-go-program	docs/blog/index.txt 제목·날짜
2013-12-01	Go 1.2 릴리스	https://go.dev/doc/devel/release	data/releases.tsv(docs/release.txt)
2013-12-02	블로그: 시험 커버리지 도구(go test -cover)	https://go.dev/blog/cover	docs/blog/index.txt 제목·날짜
2014-03-13	블로그: 파이프라인과 취소	https://go.dev/blog/pipelines	docs/blog/index.txt 제목·날짜
2014-03-24	블로그: Go 고퍼	https://go.dev/blog/gopher	docs/blog/index.txt 제목·날짜
2014-06-18	Go 1.3 릴리스	https://go.dev/doc/devel/release	data/releases.tsv(docs/release.txt)
2014-07-29	블로그: context 동시성 패턴	https://go.dev/blog/context	docs/blog/index.txt 제목·날짜
2014-12-10	Go 1.4 릴리스	https://go.dev/doc/devel/release	data/releases.tsv(docs/release.txt)
2014-12-22	블로그: go generate	https://go.dev/blog/generate	docs/blog/index.txt 제목·날짜
2015-01-12	블로그: 오류는 값이다	https://go.dev/blog/errors-are-values	docs/blog/index.txt 제목·날짜
2015-05-07	블로그: 시험 가능한 예제	https://go.dev/blog/examples	docs/blog/index.txt 제목·날짜
2015-08-19	Go 1.5 릴리스	https://go.dev/doc/devel/release	data/releases.tsv(docs/release.txt)
2015-08-31	블로그: 낮은 지연을 앞세운 1.5 의 GC	https://go.dev/blog/go15gc	docs/blog/index.txt 제목·날짜
2016-02-17	Go 1.6 릴리스	https://go.dev/doc/devel/release	data/releases.tsv(docs/release.txt)
2016-08-15	Go 1.7 릴리스	https://go.dev/doc/devel/release	data/releases.tsv(docs/release.txt)
2016-08-18	블로그: 1.7 의 더 작은 바이너리	https://go.dev/blog/go1.7-binary-size	docs/blog/index.txt 제목·날짜
2016-10-03	블로그: 하위 시험과 하위 벤치마크	https://go.dev/blog/subtests	docs/blog/index.txt 제목·날짜
2017-02-16	Go 1.8 릴리스	https://go.dev/doc/devel/release	data/releases.tsv(docs/release.txt)
2017-07-13	Toward Go 2 — GopherCon 2017 발표	https://go.dev/blog/toward-go2	docs/blog/index.txt 제목·날짜
2017-08-24	Go 1.9 릴리스	https://go.dev/doc/devel/release	data/releases.tsv(docs/release.txt)
2018-02-16	Go 1.10 릴리스	https://go.dev/doc/devel/release	data/releases.tsv(docs/release.txt)
2018-03-26	패키지 버전 관리 제안(vgo)	https://go.dev/blog/versioning-proposal	docs/blog/index.txt 제목·날짜
2018-04-26	Go 의 새 브랜드	https://go.dev/blog/go-brand	docs/blog/index.txt 제목·날짜
2018-07-12	블로그: Go GC 의 여정(ISMM 기조연설)	https://go.dev/blog/ismmkeynote	docs/blog/index.txt 제목·날짜
2018-08-24	Go 1.11 릴리스	https://go.dev/doc/devel/release	data/releases.tsv(docs/release.txt)
2018-08-28	Go 2 초안 설계 공개(오류 처리·제네릭)	https://go.dev/blog/go2draft	docs/blog/index.txt 제목·날짜
2018-11-29	Go 2 제안 선정 기준	https://go.dev/blog/go2-here-we-come	docs/blog/index.txt 제목·날짜
2018-12-19	블로그: 2019년의 모듈	https://go.dev/blog/modules2019	docs/blog/index.txt 제목·날짜
2019-02-25	Go 1.12 릴리스	https://go.dev/doc/devel/release	data/releases.tsv(docs/release.txt)
2019-03-19	블로그: 모듈 쓰기 연재 시작	https://go.dev/blog/using-go-modules	docs/blog/index.txt 제목·날짜
2019-06-26	Go 2 를 향한 다음 걸음	https://go.dev/blog/go2-next-steps	docs/blog/index.txt 제목·날짜
2019-07-31	블로그: 왜 제네릭인가	https://go.dev/blog/why-generics	docs/blog/index.txt 제목·날짜
2019-08-29	모듈 미러와 체크섬 데이터베이스 가동	https://go.dev/blog/module-mirror-launch	docs/blog/index.txt 제목·날짜
2019-09-03	Go 1.13 릴리스	https://go.dev/doc/devel/release	data/releases.tsv(docs/release.txt)
2019-10-17	블로그: 1.13 의 오류 감싸기	https://go.dev/blog/go1.13-errors	docs/blog/index.txt 제목·날짜
2019-11-07	블로그: 모듈 v2 와 그 너머	https://go.dev/blog/v2-go-modules	docs/blog/index.txt 제목·날짜
2019-11-13	go.dev — 개발자 허브 공개	https://go.dev/blog/go.dev	docs/blog/index.txt 제목·날짜
2020-02-25	Go 1.14 릴리스	https://go.dev/doc/devel/release	data/releases.tsv(docs/release.txt)
2020-06-09	VS Code Go 확장이 Go 프로젝트로	https://go.dev/blog/vscode-go	docs/blog/index.txt 제목·날짜
2020-06-15	pkg.go.dev 오픈소스화	https://go.dev/blog/pkgsite	docs/blog/index.txt 제목·날짜
2020-06-16	블로그: 제네릭의 다음 걸음	https://go.dev/blog/generics-next-step	docs/blog/index.txt 제목·날짜
2020-08-11	Go 1.15 릴리스	https://go.dev/doc/devel/release	data/releases.tsv(docs/release.txt)
2020-12-15	godoc.org 를 pkg.go.dev 로 넘김	https://go.dev/blog/godoc.org-redirect	docs/blog/index.txt 제목·날짜
2020-12-17	블로그: ARM 과 그 너머(애플 실리콘 이식)	https://go.dev/blog/ports	docs/blog/index.txt 제목·날짜
2021-01-12	제네릭 제안(타입 매개변수) 공개	https://go.dev/blog/generics-proposal	docs/blog/index.txt 제목·날짜
2021-02-16	Go 1.16 릴리스	https://go.dev/doc/devel/release	data/releases.tsv(docs/release.txt)
2021-02-18	블로그: 1.16 의 모듈 변화	https://go.dev/blog/go116-module-changes	docs/blog/index.txt 제목·날짜
2021-06-03	퍼징 베타	https://go.dev/blog/fuzz-beta	docs/blog/index.txt 제목·날짜
2021-08-16	Go 1.17 릴리스	https://go.dev/doc/devel/release	data/releases.tsv(docs/release.txt)
2022-03-15	Go 1.18 릴리스	https://go.dev/doc/devel/release	data/releases.tsv(docs/release.txt)
2022-03-22	블로그: 제네릭 소개	https://go.dev/blog/intro-generics	docs/blog/index.txt 제목·날짜
2022-03-31	블로그: 공급망 공격을 막는 방식	https://go.dev/blog/supply-chain	docs/blog/index.txt 제목·날짜
2022-04-05	블로그: 워크스페이스	https://go.dev/blog/get-familiar-with-workspaces	docs/blog/index.txt 제목·날짜
2022-08-02	Go 1.19 릴리스	https://go.dev/doc/devel/release	data/releases.tsv(docs/release.txt)
2022-09-06	블로그: 취약점 관리	https://go.dev/blog/vuln	docs/blog/index.txt 제목·날짜
2022-09-26	블로그: 4년 뒤의 Go 런타임	https://go.dev/blog/go119runtime	docs/blog/index.txt 제목·날짜
2023-02-01	Go 1.20 릴리스	https://go.dev/doc/devel/release	data/releases.tsv(docs/release.txt)
2023-02-08	PGO 미리 보기	https://go.dev/blog/pgo-preview	docs/blog/index.txt 제목·날짜
2023-07-13	govulncheck 1.0	https://go.dev/blog/govulncheck	docs/blog/index.txt 제목·날짜
2023-08-08	Go 1.21 릴리스	https://go.dev/doc/devel/release	data/releases.tsv(docs/release.txt)
2023-08-14	블로그: 호환성과 "깨는 Go 2 는 없다"	https://go.dev/blog/compat	docs/blog/index.txt 제목·날짜
2023-08-14	블로그: 앞으로의 호환성과 툴체인 관리	https://go.dev/blog/toolchain	docs/blog/index.txt 제목·날짜
2023-08-22	블로그: 구조화된 로그 slog	https://go.dev/blog/slog	docs/blog/index.txt 제목·날짜
2023-08-28	블로그: 완전히 재현되는 툴체인	https://go.dev/blog/rebuild	docs/blog/index.txt 제목·날짜
2023-09-13	블로그: WASI 지원	https://go.dev/blog/wasi	docs/blog/index.txt 제목·날짜
2023-09-19	블로그: 1.22 의 for 루프 고치기	https://go.dev/blog/loopvar-preview	docs/blog/index.txt 제목·날짜
2024-02-06	Go 1.22 릴리스	https://go.dev/doc/devel/release	data/releases.tsv(docs/release.txt)
2024-08-13	Go 1.23 릴리스	https://go.dev/doc/devel/release	data/releases.tsv(docs/release.txt)
2024-08-20	블로그: 함수에 대한 range	https://go.dev/blog/range-functions	docs/blog/index.txt 제목·날짜
2024-08-27	블로그: unique 패키지	https://go.dev/blog/unique	docs/blog/index.txt 제목·날짜
2024-09-03	블로그: 1.23 의 텔레메트리	https://go.dev/blog/gotelemetry	docs/blog/index.txt 제목·날짜
2025-02-11	Go 1.24 릴리스	https://go.dev/doc/devel/release	data/releases.tsv(docs/release.txt)
2025-02-13	블로그: 확장 가능한 Wasm 애플리케이션	https://go.dev/blog/wasmexport	docs/blog/index.txt 제목·날짜
2025-02-19	블로그: testing/synctest	https://go.dev/blog/synctest	docs/blog/index.txt 제목·날짜
2025-02-26	블로그: Swiss 테이블 map	https://go.dev/blog/swisstable	docs/blog/index.txt 제목·날짜
2025-03-06	블로그: 정리 함수와 약한 포인터	https://go.dev/blog/cleanups-and-weak	docs/blog/index.txt 제목·날짜
2025-03-12	블로그: 경로 탈출에 강한 파일 API	https://go.dev/blog/osroot	docs/blog/index.txt 제목·날짜
2025-03-26	블로그: 핵심 타입(core types)과의 작별	https://go.dev/blog/coretypes	docs/blog/index.txt 제목·날짜
2025-04-02	블로그: testing.B.Loop	https://go.dev/blog/testing-b-loop	docs/blog/index.txt 제목·날짜
2025-06-03	블로그: 오류 처리 문법 제안을 멈춤	https://go.dev/blog/error-syntax	docs/blog/index.txt 제목·날짜
2025-07-07	블로그: 제네릭 인터페이스	https://go.dev/blog/generic-interfaces	docs/blog/index.txt 제목·날짜
2025-07-15	블로그: FIPS 140-3 암호 모듈	https://go.dev/blog/fips140	docs/blog/index.txt 제목·날짜
2025-08-12	Go 1.25 릴리스	https://go.dev/doc/devel/release	data/releases.tsv(docs/release.txt)
2025-08-20	블로그: 컨테이너를 아는 GOMAXPROCS	https://go.dev/blog/container-aware-gomaxprocs	docs/blog/index.txt 제목·날짜
2025-09-09	블로그: 실험적 JSON v2	https://go.dev/blog/jsonv2-exp	docs/blog/index.txt 제목·날짜
2025-10-29	블로그: Green Tea GC	https://go.dev/blog/greenteagc	docs/blog/index.txt 제목·날짜
2025-11-14	블로그: Go 의 열여섯 해	https://go.dev/blog/16years	docs/blog/index.txt 제목·날짜
2026-02-10	Go 1.26 릴리스	https://go.dev/doc/devel/release	data/releases.tsv(docs/release.txt)
2026-02-17	블로그: go fix 로 코드 현대화	https://go.dev/blog/gofix	docs/blog/index.txt 제목·날짜
2026-02-27	블로그: 스택에 할당하기	https://go.dev/blog/allocation-optimizations	docs/blog/index.txt 제목·날짜
2026-03-10	블로그: //go:fix inline 과 소스 수준 인라이너	https://go.dev/blog/inliner	docs/blog/index.txt 제목·날짜
2026-05-21	pkg.go.dev API 공개	https://go.dev/blog/pkgsite-api	docs/blog/index.txt 제목·날짜
2026-08-19	Go 1.27 릴리스	https://go.dev/doc/devel/release	data/releases.tsv(docs/release.txt)
2026-08-26	블로그: 제네릭 메서드	https://go.dev/blog/generic-methods	docs/blog/index.txt 제목·날짜
2026-09-02	블로그: 고루틴 누수 프로파일	https://go.dev/blog/goroutine-leak-profiles	docs/blog/index.txt 제목·날짜
2026-09-16	블로그: 크기별 메모리 할당	https://go.dev/blog/size-specialized-allocations	docs/blog/index.txt 제목·날짜
2027-02	Go 1.28 예정(초안 노트의 말)	https://tip.golang.org/doc/go1.28	docs/relnotes/go1.28-draft.txt 셋째 줄
